23, 1, 6, 
31, 1, 6, 
39, 1, 4, 
44, 1, 6, 
47, 1, 10, 
47, 1, 10, 
52, 1, 6, 
52, 1, 6, 
55, 1, 4, 
56, 1, 4, 
57, 1, 6, 
57, 1, 6, 
59, 1, 6, 
63, 1, 4, 
68, 1, 8, 
68, 1, 4, 
68, 1, 8, 
71, 1, 14, 
71, 1, 14, 
71, 1, 14, 
72, 1, 6, 
72, 1, 6, 
76, 1, 6, 
77, 1, 10, 
77, 1, 10, 
77, 1, 10, 
77, 1, 10, 
79, 1, 10, 
79, 1, 10, 
80, 1, 4, 
83, 1, 6, 
84, 1, 6, 
84, 1, 6, 
87, 1, 6, 
87, 1, 6, 
88, 1, 10, 
88, 1, 10, 
88, 1, 10, 
88, 1, 10, 
93, 1, 10, 
93, 1, 10, 
93, 1, 10, 
93, 1, 10, 
95, 1, 4, 
95, 1, 8, 
95, 1, 8, 
99, 1, 6, 
99, 1, 6, 
100, 1, 10, 
100, 1, 10, 
100, 1, 10, 
100, 1, 10, 
103, 1, 10, 
103, 1, 10, 
104, 1, 6, 
104, 1, 6, 
107, 1, 6, 
108, 1, 6, 
111, 1, 12, 
111, 1, 6, 
111, 1, 4, 
111, 1, 6, 
111, 1, 12, 
111, 1, 8, 
111, 1, 8, 
112, 1, 8, 
112, 1, 8, 
116, 1, 14, 
116, 1, 14, 
116, 1, 14, 
116, 1, 14, 
116, 1, 14, 
116, 1, 14, 
116, 1, 6, 
116, 1, 6, 
117, 1, 8, 
117, 1, 8, 
119, 1, 10, 
119, 1, 10, 
119, 1, 10, 
119, 1, 10, 
120, 1, 4, 
120, 1, 4, 
127, 1, 10, 
127, 1, 10, 
128, 1, 4, 
129, 1, 14, 
129, 1, 14, 
129, 1, 14, 
129, 1, 14, 
129, 1, 14, 
129, 1, 14, 
131, 1, 10, 
131, 1, 10, 
133, 1, 6, 
133, 1, 6, 
135, 1, 6, 
135, 1, 6, 
136, 1, 16, 
136, 1, 8, 
136, 1, 16, 
136, 1, 4, 
136, 1, 16, 
136, 1, 8, 
136, 1, 16, 
136, 0, 4, 
139, 1, 6, 
140, 1, 6, 
140, 1, 6, 
140, 1, 6, 
140, 1, 6, 
140, 1, 6, 
140, 1, 6, 
143, 1, 10, 
143, 1, 10, 
143, 1, 10, 
143, 1, 10, 
144, 1, 4, 
145, 1, 8, 
145, 0, 4, 
145, 1, 8, 
145, 1, 8, 
145, 1, 8, 
147, 1, 14, 
147, 1, 14, 
147, 1, 14, 
147, 1, 14, 
147, 1, 14, 
147, 1, 14, 
148, 1, 18, 
148, 1, 18, 
148, 1, 6, 
148, 1, 18, 
148, 1, 18, 
148, 1, 6, 
148, 1, 18, 
148, 1, 18, 
148, 0, 6, 
151, 1, 14, 
151, 1, 14, 
151, 1, 14, 
152, 1, 18, 
152, 1, 18, 
152, 1, 6, 
152, 1, 18, 
152, 1, 18, 
152, 1, 6, 
152, 1, 18, 
152, 1, 18, 
152, 1, 6, 
152, 1, 6, 
155, 1, 4, 
155, 1, 12, 
155, 1, 12, 
156, 1, 12, 
156, 1, 6, 
156, 1, 6, 
156, 1, 12, 
159, 1, 10, 
159, 1, 10, 
159, 1, 10, 
159, 1, 10, 
160, 1, 8, 
160, 1, 8, 
161, 1, 22, 
161, 1, 22, 
161, 1, 22, 
161, 1, 22, 
161, 1, 22, 
161, 1, 22, 
161, 1, 22, 
161, 1, 22, 
161, 1, 22, 
161, 1, 22, 
164, 1, 20, 
164, 1, 10, 
164, 1, 20, 
164, 1, 10, 
164, 1, 4, 
164, 1, 10, 
164, 1, 20, 
164, 1, 10, 
164, 1, 20, 
164, 1, 8, 
164, 1, 8, 
165, 1, 8, 
165, 1, 8, 
165, 1, 8, 
165, 1, 8, 
167, 1, 22, 
167, 1, 22, 
167, 1, 22, 
167, 1, 22, 
167, 1, 22, 
168, 1, 6, 
168, 1, 6, 
168, 1, 6, 
168, 1, 6, 
171, 1, 12, 
171, 1, 4, 
171, 1, 12, 
172, 1, 6, 
175, 1, 12, 
175, 1, 6, 
175, 1, 6, 
175, 1, 12, 
176, 1, 6, 
179, 1, 10, 
179, 1, 10, 
180, 1, 8, 
180, 1, 4, 
180, 1, 8, 
180, 1, 8, 
180, 1, 4, 
180, 1, 8, 
180, 1, 6, 
180, 1, 6, 
180, 1, 6, 
180, 1, 6, 
183, 1, 20, 
183, 1, 10, 
183, 1, 20, 
183, 1, 10, 
183, 1, 4, 
183, 1, 10, 
183, 1, 20, 
183, 1, 10, 
183, 1, 20, 
183, 1, 8, 
183, 1, 8, 
184, 1, 4, 
184, 1, 12, 
184, 1, 12, 
189, 1, 12, 
189, 1, 6, 
189, 1, 6, 
189, 1, 12, 
191, 1, 26, 
191, 1, 26, 
191, 1, 26, 
191, 1, 26, 
191, 1, 26, 
191, 1, 26, 
192, 1, 4, 
192, 1, 4, 
195, 1, 8, 
195, 1, 8, 
195, 1, 8, 
195, 1, 8, 
196, 1, 12, 
196, 1, 4, 
196, 1, 12, 
199, 1, 18, 
199, 1, 18, 
199, 1, 6, 
199, 1, 18, 
200, 1, 12, 
200, 1, 6, 
200, 1, 6, 
200, 1, 12, 
201, 1, 22, 
201, 1, 22, 
201, 1, 22, 
201, 1, 22, 
201, 1, 22, 
201, 1, 22, 
201, 1, 22, 
201, 1, 22, 
201, 1, 22, 
201, 1, 22, 
203, 1, 28, 
203, 1, 14, 
203, 1, 28, 
203, 1, 14, 
203, 1, 28, 
203, 1, 14, 
203, 1, 4, 
203, 1, 14, 
203, 1, 28, 
203, 1, 14, 
203, 1, 28, 
203, 1, 14, 
203, 1, 28, 
204, 1, 6, 
204, 1, 6, 
205, 0, 4, 
207, 1, 18, 
207, 1, 18, 
207, 1, 18, 
207, 1, 18, 
207, 1, 18, 
207, 1, 18, 
207, 1, 6, 
208, 1, 12, 
208, 1, 4, 
208, 1, 12, 
209, 1, 10, 
209, 1, 10, 
209, 1, 10, 
209, 1, 10, 
211, 1, 6, 
212, 1, 26, 
212, 1, 26, 
212, 1, 26, 
212, 1, 26, 
212, 1, 26, 
212, 1, 26, 
212, 1, 26, 
212, 1, 26, 
212, 1, 26, 
212, 1, 26, 
212, 1, 26, 
212, 1, 26, 
212, 1, 6, 
212, 1, 6, 
215, 1, 14, 
215, 1, 14, 
215, 1, 14, 
215, 1, 14, 
215, 1, 14, 
215, 1, 14, 
216, 1, 18, 
216, 1, 18, 
216, 1, 18, 
216, 1, 18, 
216, 1, 18, 
216, 1, 18, 
216, 1, 6, 
216, 1, 6, 
216, 1, 6, 
216, 1, 6, 
217, 1, 18, 
217, 1, 18, 
217, 1, 18, 
217, 1, 18, 
217, 1, 18, 
217, 1, 18, 
219, 1, 24, 
219, 1, 12, 
219, 1, 8, 
219, 1, 6, 
219, 1, 24, 
219, 1, 4, 
219, 1, 24, 
219, 1, 6, 
219, 1, 8, 
219, 1, 12, 
219, 1, 24, 
220, 1, 12, 
220, 1, 12, 
221, 0, 4, 
223, 1, 14, 
223, 1, 14, 
223, 1, 14, 
224, 1, 16, 
224, 1, 16, 
224, 1, 16, 
224, 1, 16, 
224, 1, 4, 
225, 1, 8, 
225, 1, 8, 
227, 1, 10, 
227, 1, 10, 
228, 1, 18, 
228, 1, 18, 
228, 1, 18, 
228, 1, 18, 
228, 1, 18, 
228, 1, 18, 
229, 0, 6, 
231, 1, 6, 
231, 1, 6, 
231, 1, 6, 
231, 1, 6, 
236, 1, 18, 
236, 1, 18, 
236, 1, 18, 
237, 1, 26, 
237, 1, 26, 
237, 1, 26, 
237, 1, 26, 
237, 1, 26, 
237, 1, 26, 
237, 1, 26, 
237, 1, 26, 
237, 1, 26, 
237, 1, 26, 
237, 1, 26, 
237, 1, 26, 
239, 1, 30, 
239, 1, 30, 
239, 1, 10, 
239, 1, 30, 
239, 1, 6, 
239, 1, 10, 
